match,minute,crossing_team,crosser,cross_x,cross_y,cross_end_x,cross_end_y,body_part,wide_channel,clearing_team,clearing_player,clr_start_x,clr_start_y,landing_x,landing_y,pred_landing_x,pred_landing_y,actual_distance,predicted_distance,gap
2026-03-19_CS Emelec - CSD Independiente del Valle,79,CSD Independiente del Valle,Y. Vásquez,86.9,80.8,91.8,41.0,left_foot,right,CS Emelec,A. Leguizamón,9.8,41.3,7.7,53.0,20.997865778117365,36.75896228848268,11.886967653695372,12.083593070033203,-0.19662541633783093
2026-07-01_Liga Deportiva Universitaria de Quito - Orense SC,14,Liga Deportiva Universitaria de Quito,J. Cuero,88.3,9.9,89.0,15.2,right_foot,left,Orense SC,G. Rostagno,21.5,69.5,28.6,67.3,28.528193986416763,72.15075434529948,7.433034373659255,7.5114585341216396,-0.07842416046238476
2026-04-05_Leones FC - Delfín SC,27,Delfín SC,B. Hernández,74.6,6.3,88.6,47.4,right_foot,left,Leones FC,N. Monserrat,10.2,59.7,15.5,71.8,21.964425136575375,65.71518907781558,13.209844813622901,13.21303138707989,-0.003186573456989805
2026-04-08_CD Universidad Católica del Ecuador - CS Emelec,40,CD Universidad Católica del Ecuador,G. Anangonó,93.8,13.1,92.7,56.0,right_foot,left,CS Emelec,R. Caicedo,11.5,43.1,0.0,38.0,23.692146945820085,41.23351175943518,12.580143083447025,12.334189292395214,0.2459537910518108
2026-02-28_CS Emelec - Delfín SC,17,CS Emelec,Angelo Mina,83.2,9.9,91.5,41.9,right_foot,left,Delfín SC,M. Burdisso,8.9,55.9,14.8,67.5,20.657632783422486,60.87609080296511,13.014222988715078,12.767278815360974,0.24694417335410357
2026-05-23_Mushuc Runa SC - Guayaquil City FC,47,Mushuc Runa SC,K. Peralta,92.9,8.5,93.4,64.2,right_foot,left,Guayaquil City FC,J. Ayoví,11.1,39.8,0.0,34.0,22.679542549595435,36.038735809059,12.523977004130915,12.175094002591775,0.3488830015391393
2026-04-11_Mushuc Runa SC - Manta FC,11,Mushuc Runa SC,K. Peralta,82.4,2.6,84.2,34.2,right_foot,left,Manta FC,M. Ortíz,19.1,60.6,28.5,68.4,27.84862119723966,68.60298824297256,12.214745187681979,11.856904894193425,0.35784029348855384
2026-05-15_Libertad Fútbol Club - CD Cuenca,47,Libertad Fútbol Club,E. Patta,84.2,12.0,91.6,51.6,right_foot,left,CD Cuenca,S. Postel,5.5,58.1,2.9,49.7,13.588354579469206,60.351275971299955,8.793179174792241,8.395815821120246,0.39736335367199516
2026-05-02_CD Cuenca - CD Técnico Universitario,9,CD Técnico Universitario,L. Estupiñán,90.7,82.6,91.7,63.3,left_foot,right,CD Cuenca,P. Boolsen,9.4,32.7,0.0,21.5,20.663482789733013,24.048075200596394,14.621901381147394,14.202881654408973,0.41901972673842103
2026-03-21_Liga Deportiva Universitaria de Quito - Manta FC,36,Liga Deportiva Universitaria de Quito,Richard Mina,72.0,6.5,85.8,52.7,right_foot,left,Manta FC,M. Ortíz,17.4,59.9,28.6,67.5,27.84862119723966,67.7132750431374,13.535139452550908,13.04687517465848,0.4882642778924282
2026-03-08_SD Aucas - CD Cuenca,70,SD Aucas,R. Quiñónez,74.4,94.4,86.7,67.9,left_foot,right,CD Cuenca,P. Boolsen,16.2,36.2,24.6,27.0,28.05801974083186,34.78657811572371,12.457929201917954,11.94195937009121,0.5159698318267445
2026-04-26_Guayaquil City FC - CD Técnico Universitario,47,CD Técnico Universitario,M. Cagua,72.6,20.4,87.9,43.7,right_foot,left,Guayaquil City FC,J. Quiñónez,12.4,54.0,22.5,62.6,24.894855448646915,55.86844604273038,13.265368445693472,12.633784203364261,0.6315842423292111
2026-07-05_Delfín SC - CS Emelec,86,Delfín SC,B. Hernández,81.5,12.0,86.8,44.5,right_foot,left,CS Emelec,S. Quintero,12.1,59.0,20.3,70.3,25.036406144393638,62.079675695797334,13.961733416735902,13.297932407859134,0.6638010088767672
2026-05-31_CS Emelec - CD Universidad Católica del Ecuador,79,CD Universidad Católica del Ecuador,J. Cacciabue,81.2,83.0,81.9,81.0,left_foot,right,CS Emelec,A. Leguizamón,10.5,36.6,1.9,27.7,22.116321712698607,35.79594767124963,12.376186811776881,11.644115693356968,0.7320711184199133
2026-05-10_CS Emelec - Libertad Fútbol Club,37,CS Emelec,I. Guerrico,65.3,97.5,88.0,43.6,left_foot,right,Libertad Fútbol Club,A. García,13.6,62.7,27.6,59.9,26.35114571113133,67.239810189024,14.2772546380598,13.53519831767784,0.742056320381959
2026-04-05_CSD Macará - SD Aucas,1,CSD Macará,L. Ayala,89.5,76.7,91.6,54.6,left_foot,right,SD Aucas,A. Mena,8.8,44.0,13.8,55.2,20.105100484936305,42.050035940843486,12.265398485169573,11.472038040666932,0.7933604445026408
2026-03-01_Mushuc Runa SC - CD Universidad Católica del Ecuador,61,Mushuc Runa SC,K. Peralta,74.1,8.8,90.1,54.6,right_foot,left,CD Universidad Católica del Ecuador,L. Cangá,10.9,51.2,22.6,43.3,24.123059299043845,52.44470199629205,14.117365193264645,13.281512725800601,0.8358524674640435
2026-02-21_Barcelona SC - CD Técnico Universitario,76,Barcelona SC,J. Rojas,83.5,90.0,90.1,53.1,left_foot,right,CD Técnico Universitario,J. Anaya,12.9,42.4,24.2,38.6,23.44046204108958,39.0756791624918,11.921828718783035,11.052259907835209,0.8695688109478255
2026-04-26_Orense SC - Barcelona SC,15,Barcelona SC,H. Villalba,67.7,83.5,89.1,41.0,right_foot,right,Orense SC,A. Lorenzo,11.2,44.3,24.0,45.1,22.987551747242907,42.7587921490957,12.824975633505119,11.88788029186105,0.9370953416440688
2026-05-24_Delfín SC - Barcelona SC,82,Barcelona SC,M. Céliz,68.7,11.1,83.3,54.5,right_foot,left,Delfín SC,A. Bedoya,14.2,48.5,28.1,44.6,27.590604234546387,47.38535463305844,14.436758638974334,13.436916166304526,0.9998424726698083
2026-03-15_CS Emelec - Orense SC,70,CS Emelec,I. Guerrico,76.1,20.9,88.4,54.6,left_foot,left,Orense SC,B. Caicedo,16.7,47.8,30.0,47.2,28.944290099966533,48.02568428425175,13.313526955694348,12.246369806938574,1.0671571487557738
2026-05-09_SD Aucas - CD Universidad Católica del Ecuador,88,CD Universidad Católica del Ecuador,A. Londoño,84.0,90.6,86.6,48.1,left_foot,right,SD Aucas,S. Morales,13.8,53.3,24.1,64.2,27.590604234546387,55.11897168350793,14.996666296213974,13.910047560640919,1.0866187355730546
2026-03-13_CD Técnico Universitario - Libertad Fútbol Club,42,Libertad Fútbol Club,G. Cortéz,96.6,8.0,97.7,33.6,right_foot,left,CD Técnico Universitario,J. Anaya,4.0,69.9,6.3,81.0,12.010819613171394,76.23304919130189,11.335784048754629,10.21179430532269,1.12398974343194
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,55,CSD Independiente del Valle,A. Rodríguez,80.9,83.0,90.5,52.3,right_foot,right,Liga Deportiva Universitaria de Quito,L. Quiñónez,13.3,33.7,13.1,46.3,24.10871482522202,29.96184851338042,12.601587201618685,11.436874254353349,1.1647129472653361
2026-05-30_CD Cuenca - Delfín SC,8,CD Cuenca,Y. Erique,74.8,87.2,85.1,37.3,left_foot,right,Delfín SC,M. Burdisso,15.0,57.0,18.7,44.2,26.716730394271618,60.18116481596933,13.324038426843414,12.140905267664744,1.18313315917867
2026-02-28_Guayaquil City FC - SD Aucas,95,Guayaquil City FC,J. Humanante,59.1,11.1,84.6,66.3,right_foot,left,SD Aucas,L. Arroyo,23.0,23.3,35.8,24.4,32.134801459285995,16.048379254927234,12.847178678604884,11.663215728560596,1.1839629500442879
2026-07-04_Barcelona SC - CD Cuenca,14,Barcelona SC,L. Cano,85.2,17.6,85.5,45.2,left_foot,left,CD Cuenca,P. Boolsen,16.9,65.5,24.6,75.0,27.10399000549155,69.7059937061542,12.22865487287952,11.036838092876973,1.1918167800025472
2026-05-31_CS Emelec - CD Universidad Católica del Ecuador,32,CS Emelec,A. Leguizamón,93.7,15.9,91.9,49.9,right_foot,left,CD Universidad Católica del Ecuador,M. Alonso,7.9,47.3,21.6,47.3,20.179598916564963,48.87270591166101,13.700000000000001,12.379901188469837,1.3200988115301637
2026-05-23_CD Cuenca - Liga Deportiva Universitaria de Quito,59,Liga Deportiva Universitaria de Quito,L. Quiñónez,75.9,93.0,90.9,62.7,left_foot,right,CD Cuenca,P. Boolsen,9.6,40.2,23.9,38.5,20.85151099150786,33.56221906782175,14.400694427700353,13.063561355756375,1.3371330719439776
2026-05-16_CSD Macará - CSD Independiente del Valle,63,CSD Macará,J. Estacio,73.4,8.3,92.7,46.1,right_foot,left,CSD Independiente del Valle,A. Velasco,8.3,54.8,16.6,44.6,19.95521264026206,56.07224993186627,13.150285168010614,11.72444461707497,1.4258405509356429
2026-03-07_CSD Independiente del Valle - Mushuc Runa SC,25,CSD Independiente del Valle,J. Sornoza,88.9,10.4,93.6,47.2,right_foot,left,Mushuc Runa SC,B. Negro,10.9,57.2,21.9,54.8,20.26944086926616,60.17283396435357,11.258774356030056,9.829759100928626,1.4290152551014295
2026-03-14_Liga Deportiva Universitaria de Quito - CD Universidad Católica del Ecuador,30,Liga Deportiva Universitaria de Quito,Richard Mina,68.7,8.4,84.6,50.5,right_foot,left,CD Universidad Católica del Ecuador,L. Cangá,16.1,49.5,23.9,59.5,27.266659730735014,48.21390189544421,12.68227108999015,11.24047765339894,1.44179343659121
2026-03-13_CD Cuenca - Leones FC,99,CD Cuenca,A. Mosquera,78.5,11.4,90.6,54.8,right_foot,left,Leones FC,J. Morán,11.7,39.1,23.4,33.3,22.894223373244223,36.316835753636425,13.058713566044705,11.535017995318595,1.52369557072611
2026-04-27_SD Aucas - Delfín SC,63,SD Aucas,A. Mena,78.2,78.4,86.9,54.9,left_foot,right,Delfín SC,M. Burdisso,11.6,48.8,21.5,37.1,25.337782981111815,47.909362539235076,15.326447729333758,13.766623272343992,1.559824456989766
2026-03-23_Guayaquil City FC - Leones FC,75,Guayaquil City FC,R. Arias,63.0,76.0,84.9,42.1,left_foot,right,Leones FC,S. Portocarrero,12.0,63.6,13.9,49.7,23.695594234407828,67.45291505467014,14.029255147726124,12.31388967444558,1.715365473280544
2026-03-09_Orense SC - Manta FC,91,Manta FC,A. Medina,78.4,13.1,86.4,54.6,right_foot,left,Orense SC,Ó. Quiñónez,12.2,49.7,19.5,59.3,22.495041833336536,48.851511182240024,12.060265337047934,10.329947706741455,1.7303176303064784
2026-03-01_Liga Deportiva Universitaria de Quito - CSD Macará,69,CSD Macará,J. Espinoza,69.6,20.3,87.1,46.9,right_foot,left,Liga Deportiva Universitaria de Quito,J. Pretell,15.3,49.0,28.8,53.0,27.590604234546387,48.7149294789281,14.080127840328723,12.293909778920364,1.7862180614083591
2026-05-01_Libertad Fútbol Club - SD Aucas,27,SD Aucas,R. Quiñónez,95.9,92.4,92.6,52.1,left_foot,right,Libertad Fútbol Club,A. García,7.1,45.8,19.2,48.7,17.703048939290742,46.36155400356648,12.44266852407473,10.617908914090197,1.8247596099845325
2026-05-25_SD Aucas - Manta FC,79,SD Aucas,A. Bolaños,91.9,6.4,91.0,50.3,right_foot,left,Manta FC,Jefferson Nazareno,7.3,51.3,16.3,60.3,17.949479930572707,53.46204044173652,12.727922061357855,10.866730955691096,1.8611911056667587
2026-03-13_CD Técnico Universitario - Libertad Fútbol Club,63,CD Técnico Universitario,E. Mesa,92.9,13.6,85.4,43.3,right_foot,left,Libertad Fútbol Club,I. Zambrano,15.6,67.9,13.4,80.5,25.55447322495767,72.39432366360265,12.790621564255579,10.922018237469565,1.8686033267860136
2026-04-25_CS Emelec - Liga Deportiva Universitaria de Quito,10,CS Emelec,Ariel Mina,73.5,94.1,87.1,48.8,left_foot,right,Liga Deportiva Universitaria de Quito,P. Ortiz,11.7,53.2,25.9,58.1,24.66946438117742,55.027267873139955,15.02165104108067,13.097553749263227,1.9240972918174428
2026-02-27_CD Técnico Universitario - Orense SC,77,CD Técnico Universitario,M. Perea,75.8,79.0,84.1,60.1,left_foot,right,Orense SC,N. Molina,12.0,39.7,24.0,32.4,23.695594234407828,36.83107437873863,14.045995870709918,12.042327794751461,2.0036680759584566
2026-05-09_Guayaquil City FC - CD Cuenca,9,CD Cuenca,M. Díaz,85.2,7.7,94.5,59.0,left_foot,left,Guayaquil City FC,J. Ayoví,8.7,40.0,23.5,37.9,20.068161708645754,33.92192198695832,14.94824404403407,12.891009772959615,2.0572342710744547
2026-03-07_CSD Independiente del Valle - Mushuc Runa SC,33,CSD Independiente del Valle,L. Loor,88.0,86.6,88.5,42.1,left_foot,right,Mushuc Runa SC,B. Negro,10.2,54.6,12.8,65.7,19.44060060597709,55.71238507092396,11.400438588054412,9.30731433364097,2.093124254413441
2026-05-24_CS Emelec - CSD Macará,87,CSD Macará,L. Espinoza,79.9,11.0,87.5,40.6,left_foot,left,CS Emelec,S. Quintero,15.8,60.2,23.9,74.1,28.200274570297456,66.66444969606016,16.087883639559298,13.9841309809247,2.1037526586345976
2026-03-02_Manta FC - CSD Independiente del Valle,27,Manta FC,A. Medina,68.9,10.1,89.5,46.1,right_foot,left,CSD Independiente del Valle,M. Carabajal,6.6,53.7,16.4,63.3,16.960919919753316,58.92114758268703,13.718600511714008,11.602113758438142,2.1164867532758667
2026-03-21_Delfín SC - Libertad Fútbol Club,13,Delfín SC,I. Molinas,75.0,10.8,96.2,67.5,right_foot,left,Libertad Fútbol Club,E. Patta,4.6,36.4,0.0,24.9,13.575490312822891,31.514018403931203,12.38587905640936,10.219209485703898,2.166669570705462
2026-03-08_CD Universidad Católica del Ecuador - Leones FC,13,CD Universidad Católica del Ecuador,Á. Rodríguez,85.9,84.4,91.5,56.4,right_foot,right,Leones FC,J. Morán,11.0,32.7,18.8,19.5,22.845374649051195,27.011158169069766,15.332318807016767,13.140617259235823,2.1917015477809443
2026-07-04_Barcelona SC - CD Cuenca,91,CD Cuenca,C. Arboleda,80.6,90.6,88.0,47.0,left_foot,right,Barcelona SC,J. Perlaza,14.4,46.0,13.2,61.5,27.59796120746611,47.74971236902151,15.546382215808281,13.313439578414256,2.232942637394025
2026-05-22_CSD Independiente del Valle - Libertad Fútbol Club,86,CSD Independiente del Valle,A. Rodríguez,75.6,16.5,89.4,59.1,right_foot,left,Libertad Fútbol Club,E. Patta,11.2,43.3,17.7,30.7,23.03340285082604,41.810648084655874,14.177799547179383,11.926759499448165,2.251040047731218
2026-05-17_Leones FC - Mushuc Runa SC,8,Leones FC,E. Griffa,94.1,86.8,87.7,55.4,other,right,Mushuc Runa SC,J. González,12.6,43.0,24.8,39.1,22.96534132342147,41.02013228079105,12.808200498118383,10.552733150070383,2.2554673480480005
2026-02-23_Libertad Fútbol Club - Manta FC,73,Libertad Fútbol Club,G. Cortéz,87.4,89.4,93.0,44.0,right_foot,right,Manta FC,J. Jiménez,10.2,51.6,0.0,62.9,23.059623374306906,53.10217558079421,15.222680447279972,12.947063172957602,2.2756172743223697
2026-03-21_CD Cuenca - CSD Macará,92,CSD Macará,G. Blanc,82.1,10.6,86.0,36.3,right_foot,left,CD Cuenca,S. Postel,10.2,63.4,23.1,56.9,21.316766484756542,68.3468855878748,14.445068362593513,12.16775139851771,2.277316964075803
2026-04-04_CSD Independiente del Valle - Orense SC,91,CSD Independiente del Valle,D. Guagua,96.0,11.3,93.3,38.9,right_foot,left,Orense SC,Ó. Quiñónez,10.1,57.5,12.4,43.4,21.53551426250376,60.9815313683067,14.286357128393508,11.953746154090375,2.332610974303133
2026-04-22_Barcelona SC - Mushuc Runa SC,47,Barcelona SC,H. Villalba,71.3,79.9,90.1,43.9,right_foot,right,Mushuc Runa SC,B. Negro,14.1,56.7,19.7,45.3,23.649896681935875,60.67567429077124,12.701181047445946,10.344395231329342,2.356785816116604
2026-03-18_Libertad Fútbol Club - Barcelona SC,16,Libertad Fútbol Club,J. Guisamano,85.9,73.6,90.5,47.9,right_foot,right,Barcelona SC,Á. Rangel,9.8,43.0,20.3,51.2,20.57842119939658,41.230556662190814,13.32253729587574,10.922696245768208,2.3998410501075327
2026-05-10_Manta FC - CSD Macará,47,CSD Macará,J. Estacio,87.3,16.2,96.5,44.5,right_foot,left,Manta FC,O. Moscarelli,5.0,53.9,0.0,66.0,14.046247625772882,59.52534946149207,13.092364186807515,10.652659417756237,2.4397047690512785
2026-02-28_CS Emelec - Delfín SC,30,CS Emelec,M. Bolaños,85.7,11.7,90.6,43.3,right_foot,left,Delfín SC,M. Burdisso,10.6,61.8,19.1,75.1,22.24205245954428,68.26573191598142,15.784169284444461,13.31702198992409,2.4671472945203714
2026-02-22_Delfín SC - CD Cuenca,77,CD Cuenca,É. Vega,76.3,89.1,90.1,49.4,left_foot,right,Delfín SC,M. Burdisso,12.8,46.6,26.3,39.5,25.337782981111815,48.50553256449861,15.253196386331622,12.681760778213004,2.571435608118618
2026-03-23_Guayaquil City FC - Leones FC,73,Guayaquil City FC,R. Arias,59.6,90.9,85.7,56.0,left_foot,right,Leones FC,N. Monserrat,17.6,53.1,31.7,53.7,28.944290099966533,54.933282798908415,14.11276018360689,11.491468300133459,2.6212918834734307
2026-02-22_Delfín SC - CD Cuenca,83,CD Cuenca,D. González,72.2,17.6,88.6,44.0,right_foot,left,Delfín SC,M. Burdisso,12.7,60.0,26.5,52.1,24.24812653289401,66.39728716126783,15.901257811883939,13.201685856111437,2.6995719557725018
2026-02-28_Guayaquil City FC - SD Aucas,42,SD Aucas,A. Mena,81.1,7.7,89.5,35.3,left_foot,left,Guayaquil City FC,S. Laurino,10.7,54.9,21.6,46.1,21.850702286306365,55.71238507092396,14.0089257261219,11.18025630212913,2.8286694239927694
2026-02-21_Barcelona SC - CD Técnico Universitario,86,CD Técnico Universitario,M. Carrasco,93.3,10.1,92.3,27.6,right_foot,left,Barcelona SC,Á. Rangel,6.0,72.2,16.0,77.9,14.54811051757781,73.71644742781359,11.510430052782565,8.681578555887565,2.828851496895
2026-04-03_Liga Deportiva Universitaria de Quito - Barcelona SC,33,Liga Deportiva Universitaria de Quito,F. Cornejo,79.4,17.9,87.9,62.3,right_foot,left,Barcelona SC,B. Carabalí,10.7,49.0,25.0,54.3,23.012005017782474,47.75330156742865,15.250573759698353,12.374963617711234,2.875610141987119
2026-05-02_Barcelona SC - Manta FC,82,Barcelona SC,J. Perlaza,76.6,90.1,87.2,56.6,left_foot,right,Manta FC,A. Medina,13.3,42.1,10.8,55.9,24.203024969269133,40.15381603233068,14.02462120700591,11.075359385433922,2.949261821571989
2026-03-01_Mushuc Runa SC - CD Universidad Católica del Ecuador,61,Mushuc Runa SC,J. Hernández,68.8,90.0,84.9,52.5,left_foot,right,CD Universidad Católica del Ecuador,B. Palacios,13.9,53.6,26.0,65.5,27.590604234546387,55.86844604273038,16.971151993898353,13.877265283756689,3.093886710141664
2026-04-22_Liga Deportiva Universitaria de Quito - SD Aucas,48,Liga Deportiva Universitaria de Quito,L. Quiñónez,78.6,89.4,88.4,56.0,left_foot,right,SD Aucas,L. Gustavino,11.2,42.4,21.6,31.2,22.53522227312846,37.976389617723676,15.28397853963424,12.167809695890648,3.1161688437435924
2026-03-02_Manta FC - CSD Independiente del Valle,8,CSD Independiente del Valle,P. Mercado,70.2,80.8,83.9,50.7,left_foot,right,Manta FC,M. Ortíz,22.5,55.8,33.5,48.1,31.477395297791396,60.85728139921554,13.42721117730707,10.303869248183354,3.1233419291237166
2026-04-27_Manta FC - CD Universidad Católica del Ecuador,10,Manta FC,I. Cuero,69.6,5.2,81.5,50.7,right_foot,left,CD Universidad Católica del Ecuador,L. Cangá,16.4,46.3,31.3,41.8,28.82850379851832,45.79126476122441,15.564703659241317,12.438911456110473,3.1257922031308443
2026-03-17_CD Universidad Católica del Ecuador - CD Cuenca,11,CD Cuenca,A. Mosquera,89.5,4.7,89.1,31.0,right_foot,left,CD Universidad Católica del Ecuador,J. Chancellor,9.3,64.3,14.1,79.4,20.15599981695838,70.549047901134,15.844557425185478,12.526106006914826,3.3184514182706515
2026-03-08_CD Universidad Católica del Ecuador - Leones FC,1,CD Universidad Católica del Ecuador,M. Alonso,75.4,8.6,85.3,40.3,right_foot,left,Leones FC,B. Kreiman,24.1,67.2,24.6,79.9,31.86566179787943,72.45792878772234,12.70983870865402,9.378236417141723,3.331602291512297
2026-04-11_Mushuc Runa SC - Manta FC,33,Mushuc Runa SC,J. Hernández,67.4,92.9,88.2,63.1,left_foot,right,Manta FC,D. Quintero,11.8,34.2,24.9,25.0,23.493308784967486,29.446817417515245,16.00781059358212,12.622448851274234,3.3853617423078877
2026-05-03_Leones FC - CS Emelec,26,CS Emelec,R. Caicedo,91.6,10.0,87.8,50.1,right_foot,left,Leones FC,T. Coppo,14.7,54.9,22.9,41.9,26.5857413725792,55.780266911707415,15.370100845472681,11.918293410202981,3.4518074352697
2026-04-22_CD Cuenca - Orense SC,94,CD Cuenca,S. Morocho,76.1,8.6,86.6,69.1,right_foot,left,Orense SC,P. Velasco,11.9,29.6,27.0,22.6,23.70605034606464,23.79313355963706,16.64361739526597,13.156843186343234,3.4867742089227356
2026-03-21_Delfín SC - Libertad Fútbol Club,27,Delfín SC,G. Heredia,78.9,16.2,85.6,38.9,right_foot,left,Libertad Fútbol Club,C. Valencia,10.8,65.7,27.7,63.9,21.409440200012494,74.01772131945299,16.995587662684688,13.48127254029544,3.514315122389249
2026-03-22_Barcelona SC - CD Universidad Católica del Ecuador,46,CD Universidad Católica del Ecuador,E. Mejía,83.0,91.5,87.1,53.6,left_foot,right,Barcelona SC,Á. Rangel,14.0,45.6,25.1,58.1,26.92013550264576,43.68746665709655,16.717057157286987,13.060922065246574,3.6561350920404134
2026-04-25_CS Emelec - Liga Deportiva Universitaria de Quito,47,Liga Deportiva Universitaria de Quito,J. Caicedo,85.0,93.2,85.8,59.6,left_foot,right,CS Emelec,S. Quintero,10.2,37.6,26.9,37.3,23.075037508523813,35.574306530233066,16.70269439342048,13.033419538990968,3.6692748544295117
2026-03-14_Delfín SC - Manta FC,96,Delfín SC,F. Perinciolo,63.6,90.0,82.0,46.9,left_foot,right,Manta FC,M. Ortíz,19.4,51.0,33.7,48.7,29.830970831415808,53.67583601005532,14.48378403594862,10.76871630411704,3.7150677318315797
