match,minute,crossing_team,crosser,cross_x,cross_y,cross_end_x,cross_end_y,body_part,wide_channel,clearing_team,clearing_player,clr_start_x,clr_start_y,landing_x,landing_y,pred_landing_x,pred_landing_y,actual_distance,predicted_distance,gap
2026-05-15_Liga Deportiva Universitaria de Quito - CD Técnico Universitario,41,Liga Deportiva Universitaria de Quito,Y. Quiñónez,85.0,76.1,89.0,45.0,right_foot,right,CD Técnico Universitario,A. Copete,9.3,54.0,23.1,71.6,21.6947364484437,55.71238507092396,22.365151463828717,12.51246395629182,9.852687507536897
2026-03-13_CD Técnico Universitario - Libertad Fútbol Club,46,CD Técnico Universitario,M. Perea,86.2,89.9,91.0,51.9,left_foot,right,Libertad Fútbol Club,B. Caicedo,9.4,48.5,27.5,36.0,21.477002635777122,48.11799741579522,21.99681795169474,12.083042606848107,9.913775344846634
2026-04-25_CS Emelec - Liga Deportiva Universitaria de Quito,79,CS Emelec,I. Guerrico,77.4,11.9,94.1,72.7,left_foot,left,Liga Deportiva Universitaria de Quito,A. Tobar,10.0,30.7,16.0,9.7,20.59131863170813,25.292237165255933,21.840329667841555,11.892011151828228,9.948318516013327
2026-05-22_CSD Independiente del Valle - Libertad Fútbol Club,6,CSD Independiente del Valle,D. Guagua,91.6,22.7,91.9,50.1,right_foot,left,Libertad Fútbol Club,M. Lucas,9.0,47.9,16.5,26.4,21.538453005041408,45.25427883494247,22.7705950734714,12.814548148212847,9.956046925258555
2026-03-22_CD Técnico Universitario - CSD Independiente del Valle,11,CD Técnico Universitario,J. Bocanegra,71.5,21.5,87.2,56.8,left_foot,left,CSD Independiente del Valle,J. Espinoza,12.3,40.0,34.3,42.4,23.545792159210578,35.344076829923395,22.130521909796883,12.17150203770341,9.959019872093473
2026-04-10_Barcelona SC - Leones FC,99,Barcelona SC,J. Quiñónez,75.8,14.3,88.3,35.6,right_foot,left,Leones FC,J. Morán,7.0,63.9,12.3,82.9,16.33723010122133,66.71599371859448,19.72536438193222,9.752624599886804,9.972739782045416
2026-03-17_CD Universidad Católica del Ecuador - CD Cuenca,42,CD Universidad Católica del Ecuador,G. Anangonó,64.1,23.4,89.1,55.5,right_foot,left,CD Cuenca,S. Postel,9.7,51.7,8.3,32.7,18.643764645238733,52.74009686398943,19.051509126575773,9.004039511014096,10.047469615561678
2026-04-26_Orense SC - Barcelona SC,57,Orense SC,S. Vasquez,65.8,79.3,88.8,46.9,right_foot,right,Barcelona SC,G. Vallecilla,13.3,49.7,31.1,60.3,23.83307914995305,48.02568428425175,20.717142660125695,10.665321818640882,10.051820841484814
2026-07-03_CSD Independiente del Valle - Manta FC,77,CSD Independiente del Valle,D. Romero,77.5,3.5,88.2,45.4,right_foot,left,Manta FC,O. Moscarelli,10.3,50.3,24.9,34.5,21.396013568604424,53.02830212055729,21.512786895239767,11.426510822455423,10.086276072784344
2026-06-01_CD Técnico Universitario - Barcelona SC,74,Barcelona SC,J. Quiñónez,73.4,19.5,96.4,38.9,right_foot,left,CD Técnico Universitario,Y. Arce,8.7,60.5,32.9,61.1,21.205337097766396,66.94267387981438,24.20743687382041,14.067391465741435,10.140045408078974
2026-03-13_CD Cuenca - Leones FC,2,CD Cuenca,L. Mancinelli,62.3,3.9,80.9,27.8,right_foot,left,Leones FC,B. Kreiman,19.9,61.2,36.6,72.7,27.84862119723966,67.45880550042389,20.276587484091106,10.116977079609502,10.159610404481604
2026-06-01_CD Técnico Universitario - Barcelona SC,30,Barcelona SC,J. Perlaza,68.5,91.7,90.5,38.5,left_foot,right,CD Técnico Universitario,Y. Arce,12.1,61.1,34.7,54.0,24.365582007009667,66.67001581457119,23.68902699563661,13.471064477065367,10.217962518571243
2026-05-02_Liga Deportiva Universitaria de Quito - Guayaquil City FC,16,Liga Deportiva Universitaria de Quito,R. Redes,83.0,91.2,88.3,46.1,other,right,Guayaquil City FC,J. Quiñónez,14.7,49.4,36.7,55.7,27.213654554733363,47.937505153228784,22.88427407631713,12.598826988733174,10.285447087583956
2026-04-22_Barcelona SC - Mushuc Runa SC,93,Mushuc Runa SC,J. Hernández,65.8,83.2,82.8,51.1,left_foot,right,Barcelona SC,J. Intriago,14.4,40.6,37.1,39.4,26.508304759248304,37.80106372446903,22.73169593321185,12.4275938305578,10.30410210265405
2026-05-03_Leones FC - CS Emelec,56,Leones FC,S. Portocarrero,74.0,93.6,90.3,50.6,left_foot,right,CS Emelec,A. Leguizamón,8.5,57.3,26.8,70.3,20.531902036576813,58.86379711921877,22.44749429223672,12.133100512558947,10.314393779677772
2026-04-04_CSD Independiente del Valle - Orense SC,59,CSD Independiente del Valle,J. Lerma,93.9,13.5,89.8,69.1,right_foot,left,Orense SC,P. Velasco,10.7,24.3,27.5,33.6,19.479182497590685,22.930898136942563,19.202343606966313,8.885296012932264,10.31704759403405
2026-04-12_SD Aucas - CS Emelec,10,SD Aucas,A. Mena,79.6,77.7,90.2,48.5,left_foot,right,CS Emelec,J. Neris,13.8,40.6,37.3,35.2,26.856015371723903,36.155930737148346,24.112444919584572,13.791638372568855,10.320806547015717
2026-05-17_Manta FC - CS Emelec,45,Manta FC,I. Cuero,75.2,23.6,89.7,49.9,right_foot,left,CS Emelec,F. León,16.8,47.3,30.4,65.5,29.115639646444315,48.543938761956774,22.720035211240322,12.378302126890004,10.341733084350318
2026-03-01_Liga Deportiva Universitaria de Quito - CSD Macará,91,CSD Macará,J. Chalá,75.6,15.2,86.2,42.5,right_foot,left,Liga Deportiva Universitaria de Quito,K. Minda,12.2,60.7,28.5,78.3,23.695594234407828,68.02552642595896,23.988538930080754,13.631288428449215,10.357250501631539
2026-05-09_CSD Independiente del Valle - Barcelona SC,6,CSD Independiente del Valle,J. Espinoza,92.3,2.7,87.2,54.2,right_foot,left,Barcelona SC,B. Carabalí,13.0,46.2,33.8,53.6,24.676821354097143,45.263696232127856,22.077137495608433,11.714299880113648,10.362837615494785
2026-03-22_Mushuc Runa SC - CS Emelec,28,CS Emelec,F. Pizzini,85.6,93.6,85.6,67.9,left_foot,right,Mushuc Runa SC,N. Dávila,15.3,29.1,24.5,47.8,25.2756679653219,32.05732707860869,20.84058540444581,10.404793837660685,10.435791566785126
2026-03-18_Manta FC - Guayaquil City FC,56,Manta FC,M. Valencia,78.0,13.5,95.4,49.3,right_foot,left,Guayaquil City FC,K. Sambonino,7.4,46.3,27.9,41.9,17.912541154282156,46.44973313458945,20.96687864227768,10.513607446165658,10.453271196112023
2026-07-05_Delfín SC - CS Emelec,67,CS Emelec,R. Caicedo,82.1,16.8,86.1,57.0,right_foot,left,Delfín SC,E. Rubio,10.6,46.0,32.2,36.4,23.059623374306906,41.70073760459678,23.63725872431065,13.180511058912066,10.456747665398586
2026-03-08_SD Aucas - CD Cuenca,34,SD Aucas,A. Mena,88.4,90.5,90.7,53.7,left_foot,right,CD Cuenca,É. Vega,10.2,35.8,29.2,24.8,21.438122024973712,33.49641559762789,21.954498400100146,11.471786597869198,10.482711802230948
2026-05-11_Mushuc Runa SC - Liga Deportiva Universitaria de Quito,31,Mushuc Runa SC,K. Velasco,78.1,89.7,92.5,43.0,right_foot,right,Liga Deportiva Universitaria de Quito,R. Adé,12.9,36.1,33.2,42.2,23.545792159210578,36.97368475878847,21.19669785603409,10.681583017270833,10.515114838763255
2026-04-05_Manta FC - CD Técnico Universitario,82,Manta FC,D. Cabezas,79.6,10.9,89.5,42.4,right_foot,left,CD Técnico Universitario,Y. Arce,13.1,52.2,29.4,35.9,25.605040530424723,53.07096218876971,23.05168106668145,12.535334610684775,10.516346455996676
2026-05-23_CD Cuenca - Liga Deportiva Universitaria de Quito,53,Liga Deportiva Universitaria de Quito,G. Allala,67.6,22.8,89.1,66.9,right_foot,left,CD Cuenca,A. López,9.9,31.3,24.1,10.9,21.060544053566623,22.297870215339568,24.855582873873626,14.338622117605018,10.516960756268608
2026-03-14_Liga Deportiva Universitaria de Quito - CD Universidad Católica del Ecuador,10,Liga Deportiva Universitaria de Quito,J. Quintero,76.4,9.6,83.6,45.6,left_foot,left,CD Universidad Católica del Ecuador,E. Clavijo,14.7,53.0,38.0,55.1,27.474817933098173,54.6177138815068,23.394443784796422,12.87683856488954,10.517605219906882
2026-05-16_CD Universidad Católica del Ecuador - Delfín SC,4,CD Universidad Católica del Ecuador,G. Anangonó,65.3,4.7,85.1,57.3,right_foot,left,Delfín SC,E. Cabeza,18.3,46.9,27.5,27.9,28.82850379851832,46.58835060144342,21.110187114282052,10.533115283857637,10.577071830424416
2026-03-15_Guayaquil City FC - Barcelona SC,69,Barcelona SC,M. Céliz,75.5,8.3,93.3,47.6,right_foot,left,Guayaquil City FC,J. Quiñónez,10.5,57.5,28.1,43.4,22.114287202556074,60.41269719446823,22.551496624392804,11.973949731401119,10.577546892991686
2026-05-03_Leones FC - CS Emelec,45,Leones FC,C. Vélez,67.4,83.5,91.3,50.1,right_foot,right,CS Emelec,S. Valencia,11.9,55.1,35.0,52.1,23.709008794601377,50.43354496747785,23.293990641364996,12.697578165993859,10.596412475371137
2026-04-11_Orense SC - Libertad Fútbol Club,30,Orense SC,V. Burgoa,84.6,82.7,90.1,60.3,right_foot,right,Libertad Fútbol Club,B. Caicedo,11.9,35.8,34.4,34.5,23.493308784967486,38.65245626448861,22.537524265100636,11.93906676940977,10.598457495690866
2026-03-08_SD Aucas - CD Cuenca,42,SD Aucas,P. Guzmán,83.3,91.5,85.6,55.7,left_foot,right,CD Cuenca,P. Boolsen,9.8,29.7,31.0,38.2,19.97951539892719,22.98246602341283,22.840534144367115,12.196220581950739,10.644313562416377
2026-04-22_Barcelona SC - Mushuc Runa SC,31,Barcelona SC,B. Carabalí,78.9,18.9,90.2,63.3,right_foot,left,Mushuc Runa SC,M. Gamboa,9.1,38.7,20.5,19.6,19.99061339068775,34.90650030511258,22.24342599511146,11.53239350527627,10.711032489835189
2026-07-06_Orense SC - CD Técnico Universitario,13,Orense SC,S. Vasquez,96.5,18.5,88.0,49.4,other,left,CD Técnico Universitario,E. Mesa,8.5,44.3,31.0,42.4,20.339696146384174,43.527310669924944,22.580079716422617,11.864883212215624,10.715196504206993
2026-06-01_CD Técnico Universitario - Barcelona SC,27,Barcelona SC,L. Sosa,69.0,87.4,95.2,46.7,left_foot,right,CD Técnico Universitario,R. Chila,9.0,44.9,24.3,27.8,20.805659887924726,41.92643683510668,22.94558781116753,12.17438636174182,10.77120144942571
2026-03-22_CD Técnico Universitario - CSD Independiente del Valle,80,CD Técnico Universitario,A. Castillo,98.1,11.8,90.8,44.8,right_foot,left,CSD Independiente del Valle,M. Carabajal,11.0,54.0,35.4,49.3,24.123059299043845,59.07312327170877,24.84854120466632,14.06951545349641,10.77902575116991
2026-05-02_CD Cuenca - CD Técnico Universitario,49,CD Cuenca,E. Guevara,75.6,3.8,89.3,47.2,right_foot,left,CD Técnico Universitario,M. Cagua,10.7,52.8,20.7,73.4,22.595458570358364,55.05691303014518,22.898908270919826,12.107666621804194,10.791241649115632
2026-06-01_CD Técnico Universitario - Barcelona SC,87,Barcelona SC,H. Villalba,82.5,7.7,93.6,53.6,right_foot,left,CD Técnico Universitario,J. Anaya,4.4,57.2,15.5,38.6,14.353296815051493,61.478920950477935,21.660332407421638,10.834079655833861,10.826252751587777
2026-04-10_Barcelona SC - Leones FC,66,Leones FC,E. Griffa,90.2,11.9,92.4,52.4,right_foot,left,Barcelona SC,M. Lugo,10.3,65.5,28.3,50.1,22.299742865803466,70.0140287528172,23.68881592650844,12.820697501566034,10.868118424942406
2026-04-25_CSD Independiente del Valle - Leones FC,0,Leones FC,S. Portocarrero,71.9,88.7,90.6,44.8,right_foot,right,CSD Independiente del Valle,J. Viacava,12.9,52.1,29.8,37.0,24.66946438117742,51.95489260193706,22.66318600726738,11.770358872047046,10.892827135220335
2026-03-02_Manta FC - CSD Independiente del Valle,90,Manta FC,O. Moscarelli,80.6,14.0,88.6,52.2,right_foot,left,CSD Independiente del Valle,M. Carabajal,13.9,56.4,38.0,55.7,26.50094778632858,60.31547084609922,24.11016383187804,13.195256612147869,10.914907219730171
2026-04-11_Orense SC - Libertad Fútbol Club,21,Orense SC,B. Caicedo,93.7,90.6,88.3,37.0,left_foot,right,Libertad Fútbol Club,J. Rodríguez,12.4,60.9,28.7,77.3,22.81948959667379,67.15163105800103,23.12249986485025,12.151076262642599,10.971423602207652
2026-05-30_Manta FC - Libertad Fútbol Club,30,Libertad Fútbol Club,H. Batalla,74.5,19.4,88.1,49.7,right_foot,left,Manta FC,I. Cuero,9.8,43.4,31.6,42.8,20.571064226476857,42.33681025390121,21.808255317654368,10.8234096756567,10.984845641997667
2026-04-23_CD Universidad Católica del Ecuador - CSD Macará,48,CD Universidad Católica del Ecuador,Á. Rodríguez,87.9,82.9,88.8,54.2,left_foot,right,CSD Macará,J. Marrufo,12.7,40.6,32.1,29.1,23.936297587848674,37.92766288345117,22.552383466055204,11.549708617414487,11.002674848640718
2026-05-31_CS Emelec - CD Universidad Católica del Ecuador,78,CD Universidad Católica del Ecuador,Á. Rodríguez,87.4,81.2,93.2,51.6,right_foot,right,CS Emelec,A. Leguizamón,10.2,37.0,26.6,20.9,22.116321712698607,35.79594767124963,22.98194943863553,11.97699733534668,11.004952103288852
2026-04-03_Liga Deportiva Universitaria de Quito - Barcelona SC,44,Liga Deportiva Universitaria de Quito,L. Quiñónez,75.9,85.7,90.6,49.6,left_foot,right,Barcelona SC,J. Báez,12.6,47.8,28.3,30.1,24.459087541430566,43.51000504797984,23.659670327373536,12.61118606649161,11.048484260881926
2026-05-24_CD Técnico Universitario - Leones FC,73,Leones FC,E. Pepinós,82.6,4.3,89.5,62.2,left_foot,left,CD Técnico Universitario,E. Mesa,9.7,38.7,16.0,60.3,20.85151099150786,36.189727708784176,22.499999999999996,11.430558357742921,11.069441642257075
2026-04-25_Mushuc Runa SC - CD Cuenca,61,CD Cuenca,J. Valencia,67.6,88.1,87.7,38.8,right_foot,right,Mushuc Runa SC,J. Hernández,11.9,55.1,32.5,45.5,23.54944948455406,55.50344712807039,22.72707636278807,11.656433540252571,11.070642822535497
2026-05-23_CD Cuenca - Liga Deportiva Universitaria de Quito,59,Liga Deportiva Universitaria de Quito,L. Quiñónez,86.0,90.5,87.5,45.7,left_foot,right,CD Cuenca,Y. Erique,8.7,52.5,31.1,61.5,21.433942095102307,55.35829528313031,24.140422531513405,13.050790520385481,11.089632011127923
2026-03-02_Manta FC - CSD Independiente del Valle,77,CSD Independiente del Valle,L. Loor,82.0,86.5,92.0,47.5,left_foot,right,Manta FC,O. Moscarelli,12.2,34.3,26.7,52.2,24.00936775998136,32.647035563608846,23.03605869067016,11.924489855690307,11.111568834979852
2026-04-05_Leones FC - Delfín SC,61,Delfín SC,L. Castillo,81.9,89.1,88.8,42.7,left_foot,right,Leones FC,S. Portocarrero,9.0,54.3,31.4,45.4,21.941167439725664,55.130544301492954,24.10331927349426,12.967791582985829,11.135527690508432
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,74,CSD Independiente del Valle,J. Sornoza,78.1,7.2,93.7,53.8,right_foot,left,Liga Deportiva Universitaria de Quito,G. Allala,6.8,45.2,0.0,61.7,12.988968854452896,42.69955938370936,17.846288129468267,6.6749935398458575,11.17129458962241
2026-04-22_CD Cuenca - Orense SC,93,CD Cuenca,S. Morocho,66.7,8.0,88.0,34.6,right_foot,left,Orense SC,Ó. Quiñónez,15.0,73.0,26.8,92.0,25.55447322495767,76.70786117823418,22.36604569431083,11.186828843483951,11.17921685082688
2026-05-24_CD Técnico Universitario - Leones FC,45,Leones FC,M. de la Cruz,74.2,94.0,83.8,51.9,left_foot,right,CD Técnico Universitario,J. Anaya,15.4,50.3,25.2,68.9,24.489867908254496,54.05682886263942,21.023796041628646,9.835622079597995,11.188173962030652
2026-04-21_Libertad Fútbol Club - Guayaquil City FC,94,Libertad Fútbol Club,S. Bueno,69.8,13.1,85.1,46.9,left_foot,left,Guayaquil City FC,K. Sambonino,12.1,56.3,35.7,51.9,24.897861138922845,56.557627251155196,24.006665740997853,12.800453958031698,11.206211782966156
2026-02-22_CSD Independiente del Valle - Guayaquil City FC,70,Guayaquil City FC,J. Ayoví,81.5,23.9,86.8,48.5,right_foot,left,CSD Independiente del Valle,M. Carabajal,12.3,58.9,35.2,64.1,23.695594234407828,63.46427500515127,23.48297255459794,12.275674086497961,11.207298468099978
2026-05-23_CD Cuenca - Liga Deportiva Universitaria de Quito,90,Liga Deportiva Universitaria de Quito,G. Villamíl,95.4,10.6,90.7,45.8,right_foot,left,CD Cuenca,P. Boolsen,7.4,51.7,21.8,68.4,17.949479930572707,53.820403573920416,22.05107707119995,10.760466445366147,11.290610625833802
2026-02-28_Guayaquil City FC - SD Aucas,92,SD Aucas,D. Luna,83.2,85.6,89.9,48.9,right_foot,right,Guayaquil City FC,A. Naula,10.4,34.3,9.6,57.6,22.114287202556074,31.66915387912726,23.31372986032051,12.006076627095137,11.307653233225373
2026-04-08_CD Universidad Católica del Ecuador - CS Emelec,18,CD Universidad Católica del Ecuador,E. Clavijo,77.7,9.1,90.7,41.0,right_foot,left,CS Emelec,S. Quintero,8.0,52.7,12.0,27.0,22.59112535721966,53.16716383465191,26.009421369957465,14.598602030280338,11.410819339677127
2026-02-23_Libertad Fútbol Club - Manta FC,22,Libertad Fútbol Club,H. Batalla,67.2,84.4,86.5,63.6,right_foot,right,Manta FC,M. Ortíz,6.8,49.6,25.4,57.6,15.514667566002137,48.32858340619559,20.247468977627793,8.806925169486274,11.44054380814152
2026-05-31_CS Emelec - CD Universidad Católica del Ecuador,53,CS Emelec,I. Guerrico,99.0,80.3,95.3,48.5,left_foot,right,CD Universidad Católica del Ecuador,J. Chancellor,5.2,52.4,11.7,31.6,15.090922236716537,55.41677789108749,21.79197099851227,10.340758750542824,11.451212247969446
2026-02-27_CD Técnico Universitario - Orense SC,70,CD Técnico Universitario,B. Delgado,96.7,15.0,92.2,57.3,right_foot,left,Orense SC,P. Velasco,8.8,42.2,27.2,57.0,20.385547249967306,38.59892542128401,23.613555429032704,12.132297523663834,11.48125790536887
2026-04-05_CSD Macará - SD Aucas,16,SD Aucas,P. Guzmán,86.3,2.7,90.5,15.4,right_foot,left,CSD Macará,S. Etchebarne,9.9,50.4,9.8,72.9,20.841563001251494,51.61952444452696,22.500222221124847,11.009316090527802,11.490906130597045
2026-04-22_Liga Deportiva Universitaria de Quito - SD Aucas,82,SD Aucas,S. Morales,86.8,93.3,90.4,53.9,left_foot,right,Liga Deportiva Universitaria de Quito,G. Allala,9.1,35.4,29.4,26.5,19.071694148589142,31.828806649422745,22.165288177689003,10.591888695611095,11.573399482077908
2026-05-22_CSD Independiente del Valle - Libertad Fútbol Club,24,CSD Independiente del Valle,J. Espinoza,76.6,17.8,84.8,45.4,left_foot,left,Libertad Fútbol Club,C. Gruezo,12.7,52.5,36.5,51.0,24.66946438117742,55.12479487092864,23.84722206044134,12.253882065971103,11.593339994470236
2026-04-04_CSD Independiente del Valle - Orense SC,61,CSD Independiente del Valle,D. Romero,91.7,10.6,91.6,53.1,right_foot,left,Orense SC,S. Mina,12.7,41.9,35.4,39.7,23.695594234407828,39.85021992348308,22.806358762415364,11.185020828314464,11.6213379341009
2026-04-25_CSD Independiente del Valle - Leones FC,73,Leones FC,D. Pazmiño,64.2,84.8,89.9,50.7,right_foot,right,CSD Independiente del Valle,J. Viacava,9.3,57.6,23.8,39.1,20.85151099150786,60.37068302386008,23.50531854708632,11.87914519675693,11.626173350329388
2026-03-14_Liga Deportiva Universitaria de Quito - CD Universidad Católica del Ecuador,38,Liga Deportiva Universitaria de Quito,J. Corozo,95.2,15.8,93.7,53.7,right_foot,left,CD Universidad Católica del Ecuador,L. Cangá,7.4,47.0,0.0,67.9,17.703048939290742,48.87270591166101,22.171377945450306,10.471859666601254,11.699518278849052
2026-02-28_CS Emelec - Delfín SC,15,Delfín SC,F. Perinciolo,74.2,89.9,79.9,63.0,left_foot,right,CS Emelec,E. Segura,23.0,47.2,35.4,65.1,32.972139865072975,48.455759630933805,21.775444886385205,10.050895768003002,11.724549118382203
2026-03-21_Delfín SC - Libertad Fútbol Club,35,Libertad Fútbol Club,V. Branda,75.9,90.1,85.9,64.0,left_foot,right,Delfín SC,A. Bedoya,3.6,22.8,9.8,0.0,12.939160194891725,15.42499633063101,23.627949551325862,11.90002488522844,11.727924666097422
2026-03-21_Liga Deportiva Universitaria de Quito - Manta FC,60,Liga Deportiva Universitaria de Quito,L. Segovia,69.7,76.1,80.8,49.5,left_foot,right,Manta FC,D. Quintero,18.6,45.4,37.1,56.4,28.22401196247715,43.99106276594415,21.523243250030884,9.726598088921541,11.796645161109343
2026-07-06_Orense SC - CD Técnico Universitario,93,Orense SC,P. Velasco,81.0,6.4,89.4,58.2,other,left,CD Técnico Universitario,Y. Arce,14.6,36.3,26.5,57.8,27.32073763412767,37.231325029082825,24.57356303021603,12.754784681291495,11.818778348924534
2026-03-15_Guayaquil City FC - Barcelona SC,91,Barcelona SC,L. Cano,86.7,84.7,93.2,36.1,right_foot,right,Guayaquil City FC,J. Quiñónez,9.3,52.8,32.1,62.9,22.085487716192638,55.62574720398365,24.93692041933005,13.09402701241044,11.842893406919611
2026-03-22_Mushuc Runa SC - CS Emelec,24,CS Emelec,I. Guerrico,86.2,91.8,91.2,50.3,left_foot,right,Mushuc Runa SC,F. Carabalí,10.6,51.5,13.5,74.2,21.538051515854054,52.65134665391964,22.884492565927697,10.998480353256495,11.886012212671202
2026-04-12_SD Aucas - CS Emelec,30,SD Aucas,L. Arroyo,90.7,14.7,92.1,33.1,right_foot,left,CS Emelec,Angelo Mina,12.8,47.0,35.1,56.0,24.815819167786927,48.73215637314923,24.047661008921427,12.14002784074226,11.907633168179167
2026-04-11_Mushuc Runa SC - Manta FC,53,Manta FC,F. Asagidigbi,76.5,94.6,77.2,90.4,right_foot,right,Mushuc Runa SC,N. Dávila,30.0,33.7,49.2,27.9,37.33710178699624,37.170215461390065,20.056919005669844,8.116369753850185,11.94054925181966
2026-06-01_Leones FC - CSD Macará,88,Leones FC,E. Griffa,83.1,95.0,92.7,39.5,right_foot,right,CSD Macará,M. Medranda,6.8,61.5,0.0,81.4,15.270966056492462,64.76939466439576,21.029740844813094,9.079989394367535,11.949751450445559
2026-04-22_Leones FC - Manta FC,58,Manta FC,J. Rialpe,78.1,93.6,91.3,59.5,left_foot,right,Leones FC,N. Monserrat,4.8,36.6,18.1,19.2,14.130842053371167,33.15155901230087,21.900913222968583,9.947681070008388,11.953232152960195
2026-03-07_Barcelona SC - CS Emelec,19,Barcelona SC,H. Villalba,78.1,4.9,90.0,50.5,right_foot,left,CS Emelec,F. León,10.7,43.6,13.4,66.6,21.835874947667605,42.851774569003844,23.15793600474791,11.16098347573727,11.99695252901064
2026-03-19_CS Emelec - CSD Independiente del Valle,71,CSD Independiente del Valle,A. Rodríguez,84.2,92.6,93.3,48.7,right_foot,right,CS Emelec,E. Segura,6.8,52.9,0.0,74.5,17.353705697644788,53.903849762705505,22.64508776754906,10.601340401033443,12.043747366515618
2026-05-10_Manta FC - CSD Macará,55,CSD Macará,M. Miranda,81.9,94.2,85.2,80.6,left_foot,right,Manta FC,J. Jiménez,20.9,42.1,37.0,54.2,28.757721700394114,40.15381603233068,20.140009930484148,8.095148075042092,12.044861855442056
2026-03-21_Liga Deportiva Universitaria de Quito - Manta FC,37,Liga Deportiva Universitaria de Quito,L. Segovia,64.4,77.3,87.5,46.6,left_foot,right,Manta FC,M. Ortíz,13.8,62.0,21.0,87.3,26.35114571113133,68.69116737399553,26.304562341920835,14.223325190997798,12.081237150923037
2026-03-17_Leones FC - Liga Deportiva Universitaria de Quito,73,Leones FC,J. Morán,73.8,16.8,83.2,39.5,right_foot,left,Liga Deportiva Universitaria de Quito,L. Segovia,20.0,69.0,29.4,51.6,26.885774656076883,72.42814220054456,19.776754030932373,7.691947189198921,12.084806841733453
2026-07-06_Orense SC - CD Técnico Universitario,98,Orense SC,P. Velasco,74.6,12.6,85.9,48.2,other,left,CD Técnico Universitario,S. Mena,10.4,59.1,23.3,78.7,21.523402422703423,61.486467810465726,23.46422809299296,11.376524516204123,12.087703576788838
2026-04-25_CSD Independiente del Valle - Leones FC,0,Leones FC,D. Pazmiño,82.9,98.3,89.9,63.6,left_foot,right,CSD Independiente del Valle,J. Méndez,13.2,33.4,34.3,44.2,23.493308784967486,28.13096237443297,23.703375287076735,11.563518635879387,12.139856651197348
2026-04-26_Guayaquil City FC - CD Técnico Universitario,11,CD Técnico Universitario,M. Cháves,85.1,16.7,92.4,73.6,right_foot,left,Guayaquil City FC,Y. Rodríguez,8.7,36.6,13.6,13.1,20.068161708645754,33.31694063286192,24.005416055548796,11.83273338844718,12.172682667101617
2026-05-02_CD Cuenca - CD Técnico Universitario,27,CD Cuenca,E. Guevara,78.0,6.1,89.2,39.7,right_foot,left,CD Técnico Universitario,J. Anaya,6.2,57.5,25.5,68.7,15.487879028659062,61.50049957327784,22.31434516180119,10.112798509156653,12.201546652644536
2026-04-18_Orense SC - Delfín SC,62,Orense SC,D. Armas,80.3,25.6,88.0,51.1,right_foot,left,Delfín SC,A. Bedoya,9.9,52.5,32.7,41.8,22.625170710721566,55.05691303014518,25.185908758669004,12.979513621886307,12.206395136782698
2026-03-15_Mushuc Runa SC - CSD Macará,55,Mushuc Runa SC,J. Hernández,76.2,93.9,82.7,53.6,left_foot,right,CSD Macará,J. Marrufo,15.3,45.5,39.5,40.6,27.600593623294277,43.68746665709655,24.69109151090733,12.433417897125656,12.257673613781675
2026-06-01_Leones FC - CSD Macará,28,CSD Macará,L. Ayala,72.5,84.2,90.7,53.0,left_foot,right,Leones FC,N. Monserrat,8.2,45.4,23.3,26.1,19.949670850748337,42.157662731132596,24.50510150968569,12.18882750989658,12.31627399978911
2026-05-31_Guayaquil City FC - CSD Independiente del Valle,35,CSD Independiente del Valle,D. Romero,85.7,18.8,85.9,59.3,right_foot,left,Guayaquil City FC,J. Ayoví,9.3,36.1,25.2,53.9,20.71538450294383,35.488341074543584,23.867341703675336,11.431759706674239,12.435581997001098
2026-05-09_CSD Independiente del Valle - Barcelona SC,74,Barcelona SC,J. Perlaza,71.4,90.5,89.3,44.3,left_foot,right,CSD Independiente del Valle,G. Cortéz,8.6,63.1,28.9,48.1,20.385547249967306,68.06436342511479,25.240641830191244,12.788433375430682,12.452208454760562
2026-04-22_CD Cuenca - Orense SC,5,Orense SC,Á. Mena,85.3,74.4,94.4,43.9,left_foot,right,CD Cuenca,C. Arboleda,10.4,52.8,21.5,30.4,22.81319238302494,53.87560177264664,24.999399992799827,12.459705626992518,12.539694365807309
2026-04-12_CD Técnico Universitario - CD Universidad Católica del Ecuador,19,CD Universidad Católica del Ecuador,J. Cacciabue,80.0,88.4,88.0,52.1,right_foot,right,CD Técnico Universitario,J. Majao,12.9,47.5,32.0,63.8,24.66946438117742,43.100612432173726,25.10975905897944,12.564828004861361,12.544931054118077
2026-03-19_Orense SC - Mushuc Runa SC,50,Mushuc Runa SC,J. Hernández,92.9,82.4,85.8,36.6,left_foot,right,Orense SC,B. Caicedo,12.0,64.5,30.5,81.0,23.406717369050703,68.8909382367377,24.78911051248108,12.222665001391807,12.566445511089274
2026-05-24_CS Emelec - CSD Macará,74,CSD Macará,L. Espinoza,86.0,3.1,86.6,45.4,left_foot,left,CS Emelec,Angelo Mina,15.3,51.6,30.3,72.1,28.09547389513896,52.18858852126222,25.401771591761072,12.809004202065989,12.592767389695084
2026-05-02_Liga Deportiva Universitaria de Quito - Guayaquil City FC,15,Liga Deportiva Universitaria de Quito,J. Quintero,82.0,10.1,88.6,52.1,other,left,Guayaquil City FC,J. Quiñónez,10.9,58.4,4.5,34.5,22.897276362262012,60.17283396435357,24.742069436488126,12.127554591823381,12.614514844664745
